salary,job_info,enterprise_attr,job_tags,job_url,enterprise_industry,enterprise_scale,job_enterprise,download_timeout,depth,job_attr,exp,edu,date,download_latency,job_place,job_name,download_slot
10001-15000,"
                    一、岗位职责： 1、与渠道推广经理密切合作，负责基于渠道合作的运营管理工作，对合作渠道的流量、激活、注册等数据负责 ； 2、研究运营数据、用户反馈和渠道特性，挖掘用户需求，调整运营策略，监测和研究同类产品的策略和动态， 制订运营优化方案； 3、发现并定位运营工作机会点，并给出有创新性的解决方案，以保证运营绩效的持续提升，并定期出具运营分 析报告及改进意见； 4、负责跨部门协调和沟通，推动开发、测试、市场、服务等人员紧密合作达成渠道合作项目的上线和执行；  二、岗位要求： 1、本科或以上学历，2年以上移动互联网运营工作经验； 2、具有较强的数据敏感性和数据运营意识； 3、具备运营基础文档撰写能力； 4、优秀的沟通协作和项目管理能力，能够在复杂环境下组织工作； 5、良好的职业操守、工作态度积极主动、学习能力强，能够承受较大工作压力。
                ",其他,五险一金|年终奖|带薪年假|员工旅游|节日福利,http://www.chinahr.com/job/5366415293710594.html?searchplace=400,IT/互联网 ,101－300人,掌隆(上海)科技有限公司,180.0,1,全职,经验1年,大专,12-8更新,0.23167014122009277,上海,市场推广（渠道运营）,www.chinahr.com
10001-15000,"
                    高底薪（无责任底薪3000-5000/月）；高提成高奖金高保险福利：强培训：完善的培训体系和课程保证每个人得到最专业最系统的学习！大晋升空间：初级销售代表-营销顾问-高级营销顾问-客户经理-客户总监 销售代表-高级销售代表-销售主管-销售经理-销售总监 岗位职责： 1. 负责新客户资源开拓，掌握客户需要；2. 资源匹配，为客户提供个性化解决方案；3. 促成成功销售，完成合同的谈判与签订；任职资格： 1.大专学历，年龄18 -28岁，男女不限；专业不限，市场营销、电子商务等专业优先； 2.具备良好的销售技巧和服务意识；3.有强烈的工作责任心及团队合作意识；4.普通话标准，电脑操作熟练，沟通能力强；5.敏锐的洞察力，较强的抗压能力；勇于接受互联网行业的压力和挑战； 6.形象气质尚佳，具有良好的亲和力；其他要求：能力优异者，学历可放宽要求。
                ",其他,五险一金|绩效奖金|节日福利|餐饮补贴|员工旅游,http://www.chinahr.com/job/5366479593799937.html?searchplace=400,IT/互联网 ,101－300人,昂狐网络技术(上海)有限公司,180.0,1,全职,经验1年,大专,12-8更新,0.24892115592956543,上海,DSP精准人群推广底薪3-5K+高抽成+住宿+奖金+旅游,www.chinahr.com
2001-4000,"
                    岗位职责：1.负责部门内部流程的梳理、撰写、普及及更新工作，并不断优化流程；2.负责发票、金额转移等实际业务操作，合同保存管理等；3.负责客户维护的部分工作，如群管理，客户活动的策划及执行（线上和线下）等，提升客户活跃度和满意度；4.其他临时事务处理。任职要求：1.大专或本科学历，1年左右工作经验,欢迎优秀毕业生投递；2.普通话标准，具备良好的服务意识、沟通能力及判断力；3.积极乐观、抗压性强，并具备良好地团作合作精神，乐于倾听，乐于分享；4.勤奋努力，具有良好的学习能力，思路清晰反应敏捷，工作耐心细致，愿意在客户服务类方向成长。
                ",其他,五险一金|绩效奖金|话费补贴|带薪年假|商业保险|定期体检|节日福利,http://www.chinahr.com/job/5366492311324931.html?searchplace=400,IT/互联网 ,101－300人,杭州数云信息技术有限公司上海分公司,180.0,1,全职,经验1年,其他,12-8更新,0.2310349941253662,上海,运营助理,www.chinahr.com
2001-4000,"
                    1、互联网医疗运营服务； 2、中专及以上学历，专业不限； 3、普通话标准，能听懂上海话；口齿清楚，优秀的语言表达能力和沟通能力; 4、较强的应变能力、协调能力，能独立处理紧急问题; 5、10月底能上岗。 
                ",其他,五险一金|带薪年假|定期体检,http://www.chinahr.com/job/5366559323719943.html?searchplace=400,IT/互联网 ,101－300人,上海复高计算机科技有限公司,180.0,1,全职,经验1年,高中,12-8更新,0.24068498611450195,上海,运营专员/助理,www.chinahr.com
10001-15000,"
                    售总监工作职责 1.听从总经理工作安排，参与制订公司营销战略。根据营销战略制订公司营销组合策略和营销计划，经批准后组织实施。 2.负责重大公关、促销活动的总体、现场指挥。 3.定期对市场营销环境、目标、计划、业务活动进行核查分析，及时调整营销策略和计划，制订预防和纠正措施，确保完成营销目标和营销计划。 4.根据市场及同业情况制订公司新产品市场价格，经批准后执行。 5.负责重大营销合同的谈判与签订。 6.主持制订、修订营销系统主管的工作程序和规章制度，经批准后施行。 7.制定营销系统年度专业培训计划并协助培训部实施。 8.协助总经理建立调整公司营销组织，细分市场建立、拓展、调整市场营销网络。 9.负责分解下达年度的工作目标和市场营销预算，并根据市场和公司实际情况及时调整和有效控制。 10.定期和不定期拜访重点客户，及时了解和处理问题。 11.代表公司与政府对口部门和有关社会团体、机构联络。  营销总监工作职责 参加会议;年度工作会议，营销工作会议，市场营销工作评审表彰会议，公司列会。新品开发研讨会 主要职责; 1 服从公司安排， 2 尊守各项法律法规 3 市场分析;  1.市场变化分析 2.市场占有率调查 3.竟争环境分析 4.成败原因分析 5)制定销售目标6) 1.制定产品组合计划 2.制定销售组合计划 3.制定销售目标4.计划 5.制定价格政策 6.制定因季节，7.竟争环境变化的应变计划 8.制定费用开支计划 7)决定销售策略 1.销售渠道战略 2.市场细分化战略 3.广告促销战略 4.支援经销商战略 8)组织行动 1.分配各地区销售目标2.任务 3.组织，4.分配广告促销行动 5.激励销售工作人员斗志 6.评定，7.审核下属工作能力 8.任，9.免销售和市场经理，10.职务分配 11.内部沟通，12.合理要求生产计划 13.销售数据汇总分析 14.各地区工作量测定 9)利益计划和资金管理 1.货款回收管理 2.销售资金调度分配 3.经营效益分析 4.预算控制 5.资金风险，6.信用控制 10)提出市场开发建议 营销总监工作范围和权限 1.审核并汇编下属部门的工作计划，2.市场分析报告 3.制定销售计划和市场分析报告，4.报公司讨论通过 5.分配销售任务，6.调度销售资金 7.审核，8.签署省级客户的合同9. 10.考核下属部门的工作效率，11. 12.下属部门负责人的工作调配安排 13.拜访重要客户，14.巡查下属部门的工作状态 15.分析并合理制定本部门的组织结构 16.编写本部门经济效益损益分析 17.审核下属部门各项规章制度 18.组织培训部门负责人 19.组织召开营销工作讨论会 20.计划外资金使用2000元内的审批(决定权) 21.监督审查下属部门的公司资产管理和分库管理 22.组织营销工作评审表彰会议 23.处理客户纠纷(5000元内的处置权) 24.协调同25.级部门工作 26.审核下属部门各项费用开支，27.考核销售成本(3000元内的处置权) 28.对广告促销活动的审核(10000元内的处置权) 29.对重点客户的档案资料管理 30.对各销售片区要货，31.广告促销分配计划的审批  要求：28-40周岁 沟通协调能力强 身体健康，无不良信用记录 广告行业5年以上管理经验 
                ",其他,五险一金|绩效奖金|节日福利|话费补贴|带薪年假|员工旅游,http://www.chinahr.com/job/5366560398641664.html?searchplace=400,广告/媒体/娱乐/出版 ,101－300人,上海移盟网络科技有限公司,180.0,1,全职,经验3年,本科,12-8更新,0.22321510314941406,上海,销售总监,www.chinahr.com
20001-30000,"
                    岗位职责： 深入发掘业务需求为软件开发提供技术方案设计； 从事核心部分代码的编写、指导和培训初级工程师； 进行业务需求分析和软件设计。  任职要求： 本科及以上学历，计算机相关专业； 5年以上大型互联网电子商务系统或者其他大型企业应用系统开发相关经验；精通Java EE相关技术和框架（包括Java语言基础/多线程/Spring/Remoting/iBatis/Cache/Messaging/Workflow等） 有Web及前端技术开发经验（包括Javascript，ajax，jason，HTML，XML，MVC 类Web开发框架）； 熟悉大容量、高性能的数据库系统的应用开发，对各种开源的软件有深入的了解，有3年以上的大规模高并发访问的Web应用开发经验； 熟悉基于Mysql等数据库的设计和开发、Linux操作系统和某种脚本语言编程（如Shell等） 熟悉企业应用设计模式、面向对象的分析和设计技术，包括设计模式、UML建模等。 学习能力强，适应能力好；有潜力，有激情，自我要求高； 熟悉移动互联网及LBS应用产品者优先； 有团队管理经验、有独立分布式网站设计经验。 
                ",其他,五险一金|股票期权|弹性工作|节日福利,http://www.chinahr.com/job/5366560718391810.html?searchplace=400,IT/互联网 ,101－300人,毕马智能科技(上海)有限公司,180.0,1,全职,经验3年,本科,12-8更新,0.5537290573120117,上海,后台高级研发人员,www.chinahr.com
6001-8000,"
                    岗位职责:  1. 负责公司软件产品的销售拓展工作；  2. 熟悉公司产品功能特点，并能做到演示讲解；  3. 有效维护公司现有的客户关系，挖掘更多销售商机；  4. 有效执行销售计划，完成部门销售任务指标；  5. 根据客户需求和市场变化，对公司的产品和服务提出改进建议；  岗位要求：  1. 具备1年以上软件行业的销售相关工作经验；  2. 具备良好的沟通能力与谈判技巧，组织协调能力强，逻辑思维能力强；  3. 做事客观、严谨负责、踏实、敬业；具有很强的组织能力以及责任心；  4. 能够承受高强度高压力的工作，对工作有激情；  5. 有互联网，公关圈，广告圈相关工作经验，有一定客户资源者优先考虑； 
                ",其他,五险一金|带薪年假|弹性工作|定期体检|员工旅游|节日福利,http://www.chinahr.com/job/5366966833676547.html?searchplace=400,IT/互联网 ,101－300人,红麦聚信(北京)软件技术有限公司,180.0,1,全职,经验1年,大专,12-8更新,0.24191713333129883,上海,销售经理,www.chinahr.com
4001-6000,"
                    岗位职责： 1.接听客户来电，处理客户邮件，并运用专业的知识与服务，解决客户在售前、售中、售后整个环节的一系列问题，提高客户满意度； 2. 负责大客户的日常执行工作(系统下单、问题反馈、报告发送、收款等) 3．不定期拜访客户，维护好与客户的关系； 4．完成领导交办的其他工作。  任职要求： 1．市场营销、金融、经济学、国际贸易等相关专业本科学历； 2．良好的沟通、协调能力； 3．有一定的文字功底； 4．能够承受较强的工作压力； 5．工作认真、负责，具有团队精神； 
                ",其他,五险一金|餐饮补贴|带薪年假|弹性工作|定期体检|节日福利,http://www.chinahr.com/job/5367027706858245.html?searchplace=400,IT/互联网 ,101－300人,中诚信征信有限公司,180.0,1,全职,经验1年,本科,12-8更新,0.30631208419799805,上海,客服专员,www.chinahr.com
10001-15000,"
                    岗位职责：1. 负责数据库和数据治理领域相关数据工具产品的售前工作，包括方案介绍、方案设计、产品测试等。2. 负责相关产品的售后支持工作，包括部署、实施等。3. 负责完成上级交办的其它任务。任职资格：1. 全日制统招大学本科及以上学历（211大学优先），计算机及相关专业；2. 有2年以上主流数据库管理和维护经验（Oracle、DB2其中一种）；3. 熟悉UNIX、Linux、Windows操作系统；4. 拥有数据仓库、数据集市等OLAP系统建设经验的优先；5. 具有服务器、存储磁盘阵列知识者优先；6. 有较强的分析问题、解决问题的能力，有较强的责任心，学习能力强；7. 敬业踏实，良好的沟通能力、团队合作精神、学习能力、工作压力承受能力和客户服务意识，认同公司价值观；
                ",其他,节日福利|五险一金,http://www.chinahr.com/job/5367032140300547.html?searchplace=400,政府/非赢利机构/其他 ,101－300人,北京海量数据技术股份有限公司,180.0,1,全职,经验1年,本科,12-8更新,0.2416238784790039,上海,技术支持工程师,www.chinahr.com
6001-8000,"
                    岗位职责： 1、负责公司规章制度、工作流程的拟定、完善，公司证照、文件、合同、档案管理 2、配合集团总部完成公司人力资源工作的整体规划，建立并执行相关人事制度和日常人力工作  3、安排及组织公司各类会议，制定会议议程，整理会议决议  4、负责办公室的日常管理，贯彻落实岗位责任制和工作标准  5、突发事件处理及完成领导交办的其他工作   任职要求： 本科及以上行政管理、企业管理、工商管理、人力资源管理等相关专业  3年以上行政人事相关工作经验  熟悉企业行政管理知识  良好的沟通、协调、组织、管理能力  熟练使用办公软件，熟悉国家各项劳动人事法规政策  
                ",其他,五险一金|话费补贴|带薪年假|定期体检|节日福利|节日福利,http://www.chinahr.com/job/5367033107777795.html?searchplace=400,IT/互联网 ,101－300人,北京掌城科技有限公司,180.0,1,全职,经验3年,本科,12-8更新,0.25756406784057617,上海,人力行政主管,www.chinahr.com
3500-5500,"
                    底薪 岗位职责： 1、制定并完成部门要求的年度销售任务； 2、开发和维护客户群体； 3、督促相关部门及时发送检测报告； 4、负责客户项目的跟踪/销售/服务工作，执行合同内容，及时回收账款； 5、收集市场和竞争对手信息，反馈市场和客户需求，并向上级提供建议和方案； 6、完成领导安排的其他工作，配合公司各部门的工作。 任职资格： 1、本科及以上学历，生物学及相关专业； 2、一年以上常规测序销售经验； 3、熟悉常规测序项目的工作流程和标准，掌握销售管理的流程和技巧； 4、能够自我激励，抗压性强，有团队合作精神； 5、沟通能力好，逻辑思维和应变能力强，能够敏锐地发现客户和市场的需求。 
                ",其他,五险一金|话费补贴|带薪年假|定期体检|员工旅游|节日福利|节日福利,http://www.chinahr.com/job/5367036294073347.html?searchplace=400,制药/医疗 ,101－300人,上海美吉生物医药科技有限公司,180.0,1,全职,经验1年,大专,12-8更新,0.24451708793640137,上海,常规销售工程师/销售代表,www.chinahr.com
8000-13000,"
                    岗位职责： 1.负责制定和实施销售计划、目标；2.掌握市场动态，积极开拓市场，完成公司销售目标；3.制定并实施营销计划、销售目标，领导下属人员完成分解目标。4.宣传公司价值观、严格贯彻为客户创造价值的核心理念；5.直接参与主持重要客户的业务谈判及成交；6.处理客户投诉；7.对下属的工作进行评价并实施绩效考核；8.对新近业务人员进行培训、指导。 任职要求： 1) 必须具备5年以上市场开发经验；本科及以上学历； 2) 有敏锐的观察力，能分析和开发有销售前景的产品； 3) 具有团队合作精神，良好的谈判能力； 4) 工作积极主动，责任心强，具有良好的适应性和承受工作压力的能力； 5) 逻辑思维能力强，有风险意识和成本意识，善于发现问题并解决问题； 6) 具有较强的沟通能力及商务谈判能力，反应敏捷、表达能力强，具有亲和力； 7) 责任心强，肯吃苦耐劳，做事富有激情和主动性，敢于接受挑战，富有团队合作精神。 
                ",其他,五险一金|绩效奖金|话费补贴|员工旅游,http://www.chinahr.com/job/5367153004579076.html?searchplace=400,政府/非赢利机构/其他 ,101－300人,上海飞羽环保科技有限公司,180.0,1,全职,经验3年,本科,12-8更新,0.22723007202148438,上海,部门经理,www.chinahr.com
10001-15000,"
                    岗位职责: 职位描述： 根据公司教育产品设计需求，从认知与心理的角度出发，为产品设计与教学课件设计提供方案与建议。 具体包括： 研究K12阶段学生的认知行为与心理理论及应用的最新发展，提供具有前瞻性、实用性的教学与产品设计方案； 研究青少年在学习过程中基于思维、认知的学习能力提升方案，并配合产品经理实现至产品设计中去； 建立认知、心理相关的测量指标； 建立学生有效的科学的思维方式标准； 配合学科教学专家，设计有效的教学内容； 其它研究相关工作 职位要求： 教育心理学、心理学、认知行为学专业毕业，硕士以上，博士优先。 有互联网教育产品设计经验者优先、有认知课程开发经验者优先。 善于沟通，具有融汇贯通能力。 热爱教育，具有先进的启发式教育理念。
                ",其他,员工培训,http://www.chinahr.com/job/5367153459563011.html?searchplace=400,专业服务 ,101－300人,华院数据技术(上海)有限公司,180.0,1,全职,经验1年,硕士,12-8更新,0.1514739990234375,上海,心理与认识科学家(职位编号：unidt000405),www.chinahr.com
15001-20000,"
                    薪资标准：底薪+奖金+提成 岗位职责： 1、根据公司的要求，帮助公司不断发展新客户，并促成合作； 2、维护客户关系，促进业绩增长； 3、根据销售计划，完成销售指标。 任职要求： 1、热爱销售工作，有丰富的销售经验； 2、性格外向、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，有亲和力； 3、有责任心，能承受较大的工作压力； 4、有CRM销售或者广告销售经验优先。 5、自驱动能力强，责任心强！  
                ",其他,五险一金|绩效奖金|股票期权|带薪年假,http://www.chinahr.com/job/5367257522112771.html?searchplace=400,IT/互联网 ,101－300人,观火数据服务(北京)有限公司,180.0,1,全职,经验3年,大专,12-8更新,0.23916888236999512,上海,商务客户经理（上海）,www.chinahr.com
6001-8000,"
                    岗位职责：1、负责网站优化工作，制定合理的优化方案；2、负责公司网站文章及内容更新，合理布局关键词；3、负责站外链接的创建和维护，能利用多种推广方式提高网站流量，增加品牌网络知名度；4、熟知百度、360、Google等排名机制, 负责账户数据统计分析工作；5、定期跟踪、分析、总结SEO效果，并提出合理的改进建议及报告； 任职要求：1、具有SEO工作经验者优先；2、有一定的文字功底，能独立编写软文；3、善于沟通，逻辑清晰，具备较强的执行能力和商业敏感性；4、掌握搜索引擎优化、软文撰写、交换链接、邮件/SNS/社区/博客等互动平台的推广方式；5、工作热情，主动性强，工作执行能力强。 
                ",其他,五险一金|绩效奖金|节日福利|带薪年假|弹性工作|节日福利,http://www.chinahr.com/job/5367262477191687.html?searchplace=400,金融 ,101－300人,美豫投资(上海)有限公司,180.0,1,全职,经验1年,本科,12-8更新,0.2342519760131836,上海,seo专员,www.chinahr.com
6001-8000,"
                    岗位职责： 1、根据公司产品所处市场，参与制定发展目标及战略，组织制定市场的线上线下推广策略； 2、独立负责整体市场推广、效果营销、品牌宣传与业务运营； 3、负责市场渠道的规划、拓展，运用多种渠道的组合实现公司整体的市场目标负责； 4、建立品牌领先优势，组织策划并审定产品、品牌、市场推广、媒体运营及采购、市场研究等市场活动的策略、推广方案、相关预算，组织、整合相关资源推动方案的实施并监督实施效果，提高网站与企业的知名度和美誉度； 5、维护与开拓媒体、合作伙伴及相关企业间的积极交流与良好合作；   任职要求： 1、大专以上学历，市场营销、企业管理、传播学等专业优先，有海外知名高校学习经验者优先； 2、五年以上互联网及移动互联网运营管理经验；对互联网产品流程建设开发和业务开展经验者优先；  3、对内容运营、用户运营、产品运营及数据运营有实战经验及成功案例； 4、有医药类app运营管理经验及用户量过百万的app运营管理经验优先；5、精通互联网或移动互联网市场营销计划的制订及执行，具有丰富的市场推广经验，熟练运用各种推广策略。熟悉APP行业及相关网络媒体以及国内主流android市场；  6、熟悉互联网B2B、B2C网站的运营及推广营销；7、 具有线上、线下营销推广思路和实际工作经验；  8、极强的工作执行力和计划性，具备良好的沟通表达能力、谈判能力，具有丰富的业界人际资源者优先； 9、具备良好的团队合作精神和丰富的团队建设经验，能在较大压力下带领整个团队实现市场运营目标。  
                ",其他,五险一金|绩效奖金|股票期权|节日福利|带薪年假|员工旅游|节日福利,http://www.chinahr.com/job/5367263372347654.html?searchplace=400,IT/互联网 ,101－300人,上海选耀网络科技有限公司,180.0,1,全职,经验1年,大专,12-8更新,0.2285919189453125,上海,市场推广,www.chinahr.com
15001-20000,"
                    工作职责:1. 数据业务分析建模、规划、设计；2. 基于BI产品的前端报表开发；职位要求:1. 三年以上的COGNOS项目经验,、数据仓库基本原理，有数据仓库的项目经历；2. 具有基于Hyperion, Cognos产品的Olap建模经验，熟练使用MDX；3. 熟悉主流的数据库后台开发(Oracle、DB2) ，精通Sql编程和存储过程编写；4. 具有ETL实施经验，熟悉informatica、Datastage者优先；5、有银行、保险、或其它大型企业数据仓库系统或其它管理系统开发经验者优先录用；6、有团队合作精神。
                ",其他,五险一金|绩效奖金|股票期权,http://www.chinahr.com/job/5367704474978823.html?searchplace=400,IT/互联网 ,101－300人,上海创为信息科技有限公司,180.0,1,全职,经验3年,其他,12-8更新,0.23424577713012695,上海,高级COGNOS工程师,www.chinahr.com
6001-8000,"
                    岗位职责：  1、 参与市场潜力调查及市场情况分析。 2、 积极配合业务总监对来访客户主动热情接待及交代的其他工作任务。 3、 根据与客户签定的合同，将款项已收、未收情况及时与财务部沟通、核实。 4、 密切配合其它部门主管做好衔接工作，认真执行年度计划。 5、 负责本部门的制度、流程、绩效考核的创新和完善。   任职要求： 1、大专以上学历，金融、经济、营销等相关专业优先； 2、有融资租赁、金融、汽车4s店相关工作经验的优先； 3、熟悉计算机操作办公软件；有驾照优先。 3、耐心细致，富有责任心，执行力强、沟通能力、团队协作意识较强。 
                ",其他,五险一金|节日福利,http://www.chinahr.com/job/5367794247470082.html?searchplace=400,金融 ,101－300人,中资联,180.0,1,全职,经验1年,大专,12-8更新,0.2532808780670166,上海,业务总监助理,www.chinahr.com
6001-8000,"
                    岗位职责： 咨询公司后台维护及跟进，主要负责经销商日常的跟进及管理工作，未来可发展成咨询顾问老师 任职要求： 1、 20-35岁 2、 经销商2年以上客服部或者市场部工作经验，了解经销商客户管理系统优先 3、 工作地点上海 4、 熟悉excle及PPT基本操作 
                ",其他,五险一金|绩效奖金|节日福利|带薪年假|弹性工作|商业保险|节日福利,http://www.chinahr.com/job/5367825114958087.html?searchplace=400,IT/互联网 ,101－300人,上海傲文网络技术有限公司,180.0,1,全职,经验1年,大专,12-8更新,0.31848692893981934,上海,咨询顾问,www.chinahr.com
20001-30000,"
                    工作内容 1.完成软件系统代码的实现，编写代码注释和开发文档； 2.辅助进行系统的功能定义,程序设计； 3.根据设计文档或需求说明完成代码编写，调试，测试和维护； 4.分析并解决软件开发过程中的问题； 5.协助测试工程师制定测试计划，定位发现的问题； 6.配合项目经理完成相关任务目标。 7.有强烈的学习欲望，愿意接受新事物  岗位要求： 1.大专以上学历计算机相关专业，3年以上同等职位工作经验优先。 2.熟悉Jquery、Css、Jsp、Servlet、HTML、Javascript、XML等。 3熟悉J2EE体系的技术应用架构及流行架构，J2EE相关开发技术（JSP、JavaBean、Servlet、JDBC、Struts，Spring，Hibernate，freemarker，Webwork，LDAP，AOP思想，EJB等）。 4.熟练使用Tomcat、Weblogic、Websphere等一种或多种Web/Application Server。 5.熟悉UML；深刻理解MVC设计模式，熟悉B/S结构的应用开发。 6.熟悉LINUX操作系统，熟悉VSS、SVN等代码版本管理工具，精通Java多线程，Socket通信编程。 7.要求有扎实的基本功，严谨的逻辑思维，独立思考和开发能力，良好的协作意识及团队精神。 8.具有互联网行业开发经验者优先。 
                ",其他,五险一金|带薪年假|弹性工作|商业保险|员工旅游|节日福利,http://www.chinahr.com/job/5367843766668294.html?searchplace=400,金融 ,101－300人,上海中资联财富投资管理有限公司,180.0,1,全职,经验3年,大专,12-8更新,0.24069690704345703,上海,Java工程师,www.chinahr.com
4001-6000,"
                    岗位职责： 1，负责公司微信公众平台、撰写软文 2，市场活动策划，配合发起、筹备、协调、执行、反馈，并收集活动反馈信息 3，负责公司宣传物料的策划与制作，如：员工手册，海报等 4，了解市场动态，依据市场变化适时策划制定整体促销方案，策划定期的促销活动 5，负责公司各类文档PPT的设计和制作（企业宣传、外部演讲等） 任职要求： 1，优秀的文案功底，有较强的创造性思维能力、创意概念及良好的沟通能力； 2，有一定的组织协调能力，能承担和突破工作压力； 3，有市场策划或公司内部活动策划的工作经验； 4，有设计经验者优先 
                ",其他,绩效奖金|年终奖|带薪年假|员工旅游|节日福利,http://www.chinahr.com/job/5367855496757508.html?searchplace=400,IT/互联网 ,101－300人,上海粉笔网络技术有限公司,180.0,1,全职,经验1年,大专,12-8更新,0.23132801055908203,上海,市场企划专员,www.chinahr.com
6001-8000,"
                    岗位职责： 1、协助销售总监完成商务所需的各种文档和客户跟进工作。 2、供应商，合作渠道，商务，合作拓展跟踪（辅助）。 3、协助公司收集市场情况，竞争对手资料，价格及合作平台的信息，并能对收集信息加以总结和汇报。 4、协助销售总监日常安排的其他工作内容。  任职要求： 1、大专及以上学历，计算机相关专业者优先考虑； 2、必须具备2年以上工作经验，有相关工作经验者优先考虑。 3、沟通和语言组织能力，执行能力，具备一定的协调能力，并具有销售触觉的培养潜质。 4、外向、开朗、活泼、抗压能力强。 
                ",其他,五险一金|绩效奖金|节日福利|带薪年假|员工旅游|节日福利,http://www.chinahr.com/job/5367867722828034.html?searchplace=400,IT/互联网 ,101－300人,上海鸿翼软件技术股份有限公司,180.0,1,全职,经验1年,大专,12-8更新,0.2379300594329834,上海,销售总监助理,www.chinahr.com
8001-10000,"
                    岗位职责： 1、负责公司旗下“腾讯”、“今日头条”等业务板块客户开发，市场开拓和管理工作； 2、负责对销售管理办法的研究和改进，制定销售计划； 3、负责带领团队挖掘客户需求，推荐公司产品，实现产品销售，带领团队完成公司下达的销售指标； 4、负责与客户进行谈判，维护客户关系； 任职要求：1、专科以上学历，2年以上销售团队管理经验；2、具有良好的用户拜访经验及计划执行能力，具有良好的洞察力、应变能力和亲和力；3、有互联网广告经验优先，有珠宝、收藏、字画、红酒行业工作经验者优先，有成熟、稳定的客源关系者优先；4、具备优秀的沟通能力及人际交往能力，有团队合作精神 
                ",其他,五险一金|绩效奖金|话费补贴|带薪年假|定期体检|员工旅游,http://www.chinahr.com/job/5367887055653126.html?searchplace=400,广告/媒体/娱乐/出版 ,101－300人,北京盛典云通广告有限公司,180.0,1,全职,经验1年,大专,12-9更新,0.23544096946716309,上海,销售总监,www.chinahr.com
4001-6000,"
                    岗位职责： 1、按照公司要求筛选客户并联系客户； 2、了解客户服务需求信息，进行有效跟踪，做好售前、售后指导和服务工作；  3、熟练运用公司产品，解答客户提问并落实问题；  4、与相关部门紧密配合，协调沟通； 5、维护客户关系，并开发新客户。  任职资格： 1、半年至一年以上电话销售工作经验； 2、具备敏锐的商业意识，较强的应变能力、口头表达与沟通能力； 3、有较强的推广和维护协调客户的能力，熟悉客户服务流程； 4、具备较强的学习能力，可快速掌握专业知识，及时开展工作； 5、熟练运用office及良好的文档写作能力； 6、工作严谨，计划性强，善于分析思考问题，有责任心； 7、勤奋踏实，良好的服务意识与团队合作精神。  底薪加提成和年终奖，公司缴纳五险一金。 
                ",其他,五险一金|绩效奖金|节日福利|带薪年假|定期体检|节日福利,http://www.chinahr.com/job/5367888269902339.html?searchplace=400,IT/互联网 ,101－300人,上海优啦金融信息服务有限公司,180.0,1,全职,经验1年,大专,12-9更新,0.13470888137817383,上海,渠道销售,www.chinahr.com
5000-8000,"
                    岗位职责： 1. 负责公司宣传资料、网站界面的设计、改版、更新，并对自己的工作进行后续跟进;2. 负责公司产品的界面进行设计、美编、美化等工作;3. 负责与开发人员配合完成所辖网站等前台页面设计和编辑;4. 参与各产品团队设计讨论，和开发团队共同创建用户界面，跟踪产品效果，提出设计改善方案;5. 其他与美术设计相关的工作。 任职要求： 1. 本科及以上学历背景，具有良好的美术功底与创意能力2. 网页设计/平面设计相关工作3. 熟悉Photoshop，Illustrator,flash,CAD,3Dmax等设计软件4. 有较强的色彩搭配能力及审美观念;有良好的视觉创意和网页美工制作经验;5. 对网站页面设计有独特的见解、独立思考能力和创新意识 
                ",其他,五险一金|年终奖|股票期权|节日福利|弹性工作|节日福利,http://www.chinahr.com/job/5367908705471494.html?searchplace=400,制药/医疗 ,101－300人,上海海云生物科技有限公司,180.0,1,全职,经验1年,其他,12-9更新,0.23323392868041992,上海,美工设计,www.chinahr.com
8001-10000,"
                    岗位要求： ．优秀的团队协作意识和责任心，工作细致认真 ．工作主动性超强 ．沟通能力和交流能力优秀 ．大专以上学历，非常熟悉计算机操作，非常熟悉常用Office软件 ．对软件功能测试及性能测试技术熟悉，可独立完成软件测试工作 ．具备一定金融知识，有金融行业经验者优先  岗位职责： 1．完成交易系统客户端和服务端日常测试工作，对产品的功能、性能及其他方面的测试负责； 2．测试方案的制定以及测试方法的开发,并编制产品征集测试样例； 4．测试报告的整理及发布。 
                ",其他,五险一金|餐饮补贴|节日福利,http://www.chinahr.com/job/5367911454312709.html?searchplace=400,政府/非赢利机构/其他 ,101－300人,上海柯塞威股权投资基金管理有限公司,180.0,1,全职,经验1年,大专,12-9更新,0.23476386070251465,上海,软件测试工程师,www.chinahr.com
